店名,網址,星級,評論,回復,地址
春三朝午/台中美食推薦 台中午餐 台中早午餐 台中寵物友善餐廳 逢甲美食 台中人氣餐廳,https://www.google.com.tw/maps/place/%E6%98%A5%E4%B8%89%E6%9C%9D%E5%8D%88%2F%E5%8F%B0%E4%B8%AD%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6+%E5%8F%B0%E4%B8%AD%E5%8D%88%E9%A4%90+%E5%8F%B0%E4%B8%AD%E6%97%A9%E5%8D%88%E9%A4%90+%E5%8F%B0%E4%B8%AD%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%E9%A4%90%E5%BB%B3+%E9%80%A2%E7%94%B2%E7%BE%8E%E9%A3%9F+%E5%8F%B0%E4%B8%AD%E4%BA%BA%E6%B0%A3%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34693d8a7db24a8b:0xe860637d146b932b!8m2!3d24.1705189!4d120.6460113?authuser=0&hl=zh-TW&rclk=1,4.3,1635,"['食物口味及店內質感不錯，但素食餐盤份量較少，價位不低，建議要預約。', '因為222的活動前往用餐。點了草蝦牛排套餐、雞腿一盆草、單點鹽酥雞。', '工業風環境，氛圍不錯、餐點也美味！停車可停附近的家樂福賣場。']",407台中市西屯區上石路179號
貓吃魚日式料理食堂,https://www.google.com.tw/maps/place/%E8%B2%93%E5%90%83%E9%AD%9A%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86%E9%A3%9F%E5%A0%82/data=!4m5!3m4!1s0x346915fb7d81bd37:0xea1dfb3bde9f47b8!8m2!3d24.186058!4d120.614203?authuser=0&hl=zh-TW&rclk=1,4.3,523,"['料理手藝好，食材新鮮，季節限定的菜單美味，合適小團體聚餐聚會，值得推薦的店家。', '必吃龍蝦鍋 軟殼蟹壽司 烤鮭魚 合鴨洋蔥沙拉', '炒烏龍麵有點鹹。味增鮭魚湯頭好。甜點紅豆紫米好喝。']",407台中市西屯區福林路75號
羅林小館,https://www.google.com.tw/maps/place/%E7%BE%85%E6%9E%97%E5%B0%8F%E9%A4%A8/data=!4m5!3m4!1s0x346915f08f4cd313:0xeab07d8f5d4a81b!8m2!3d24.187164!4d120.607775?authuser=0&hl=zh-TW&rclk=1,4.4,1226,"['菜色CP值高，鹽烤魚需事先預定，金沙竹筍羅林小炒味道不錯，東坡肉口味偏甜', '客式，台式，上海菜複合料理，食材新鮮，環境衛生清潔', '粉絲牛肉煲，給在台北讀音樂系，兩週返家一次的女兒Prisca 滋補滋補！']",407台中市西屯區福科路845-1號
赤沐TAIKO,https://www.google.com.tw/maps/place/%E8%B5%A4%E6%B2%90TAIKO/data=!4m5!3m4!1s0x346915e4fe73f63f:0xe833823341803638!8m2!3d24.1920345!4d120.6116788?authuser=0&hl=zh-TW&rclk=1,4.2,657,"['點了蒸鱸魚🐠和搭配附餐，包括：鱸魚味噌湯、鮮蝦🦐沙拉🥗、烤茶🍵和抹茶冰淇淋🍦！👍', '很有特色的料理，餐點選擇多樣化～定食套餐、火鍋、也可單點，不容易吃膩，可以常去', '現場做等稍微比較久 但是擺盤和食物感受的到用心❤️ 食材非常新鮮']",40763台中市西屯區國安一路168號
御饌臻品-安和店 / 台中美食 / 家庭聚餐 / Chinese restaurant / Xiaolongbao,https://www.google.com.tw/maps/place/%E5%BE%A1%E9%A5%8C%E8%87%BB%E5%93%81-%E5%AE%89%E5%92%8C%E5%BA%97+%2F+%E5%8F%B0%E4%B8%AD%E7%BE%8E%E9%A3%9F+%2F+%E5%AE%B6%E5%BA%AD%E8%81%9A%E9%A4%90+%2F+Chinese+restaurant+%2F+Xiaolongbao/data=!4m5!3m4!1s0x34691606b19d3153:0xd9fc89b57c1fe32b!8m2!3d24.1809444!4d120.6248332?authuser=0&hl=zh-TW&rclk=1,4.3,1813,"['出餐快速，餐點好吃，當月壽星還有送點心，推薦豆沙鍋餅和紹興醉鵝。', '今天點了宮保蝦球、上海菜飯、橙汁排骨、菜肉餛飩，都做的不錯，口味符合大眾口味。', '茴香水餃，酸辣湯，蔥酥餅，炒青菜，麵食類小吃都好吃，平價下班的好選擇！']",407台中市西屯區安和路127-27號
森林小徑 大墩店-義大利麵/燉飯/火鍋/咖哩飯/披薩/沙拉/火山鬆餅。親子友善餐廳。寵物友善餐廳。台中美食推薦。西屯區美食推薦,https://www.google.com.tw/maps/place/%E6%A3%AE%E6%9E%97%E5%B0%8F%E5%BE%91+%E5%A4%A7%E5%A2%A9%E5%BA%97-%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%2F%E7%87%89%E9%A3%AF%2F%E7%81%AB%E9%8D%8B%2F%E5%92%96%E5%93%A9%E9%A3%AF%2F%E6%8A%AB%E8%96%A9%2F%E6%B2%99%E6%8B%89%2F%E7%81%AB%E5%B1%B1%E9%AC%86%E9%A4%85%E3%80%82%E8%A6%AA%E5%AD%90%E5%8F%8B%E5%96%84%E9%A4%90%E5%BB%B3%E3%80%82%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%E9%A4%90%E5%BB%B3%E3%80%82%E5%8F%B0%E4%B8%AD%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%E3%80%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6/data=!4m5!3m4!1s0x34693ddbb269a5e7:0x9019ebb29c91fcd0!8m2!3d24.1567903!4d120.6474768?authuser=0&hl=zh-TW&rclk=1,4.7,697,"['店內有貓咪，臘腸狗跟兔子，都蠻親人且不怕生，餐點的部分也很好吃，店內環境十分放鬆', '正餐跟甜點份量十足，飲料好喝拉花超美 😍 是朋友聚餐好地方，推推 ❤', '我們家最愛去的店，東西好吃環境舒適，對狗狗友善是重點，還有店狗跟店貓唷！']",407台中市西屯區大容西街53號
⿊輪美,https://www.google.com.tw/maps/place/%E2%BF%8A%E8%BC%AA%E7%BE%8E/data=!4m5!3m4!1s0x3469163d52d84c15:0xed94ac2ce3b99447!8m2!3d24.1757529!4d120.6454455?authuser=0&hl=zh-TW&rclk=1,4.8,1515,"['逢甲黑輪美店員服務親切食物也不會太油裡面有以前在同服務業的同事她還蠻可愛的', '現場服務人員很熱情的解說，東西也都很好吃，建議可以搭配黃金泡菜非常對味。', '初次到訪，老闆很親切並認真介紹餐點口味，原味與黑胡椒的醬汁差別，餐點好吃值得試試']",407台中市西屯區文華路10-11號福星路文華路口
小西藏,https://www.google.com.tw/maps/place/%E5%B0%8F%E8%A5%BF%E8%97%8F/data=!4m5!3m4!1s0x346916216f0e7825:0x99a4a3678c95dfa1!8m2!3d24.175309!4d120.64681?authuser=0&hl=zh-TW&rclk=1,4.3,1300,"['料理、裝潢很有特色，很好吃，建議每桌放一本菜單、放一點音樂，氣氛會更好', '點了辣咖哩。烤餅。牛肉湯。牛肉蒸餃。甜點。', '番茄湯沒味道、羊肉炒飯飯結塊...油酥茶很特別就是了...']",407台中市西屯區慶和街2號
無名麵店,https://www.google.com.tw/maps/place/%E7%84%A1%E5%90%8D%E9%BA%B5%E5%BA%97/data=!4m5!3m4!1s0x34691600b1ea803b:0x7bf0a856fd47d0aa!8m2!3d24.1816035!4d120.6207052?authuser=0&hl=zh-TW&rclk=1,4.2,691,"['老闆收錢跟切菜用同一手，這部分不太衛生;內用使用免洗筷，餐具皆用美耐皿。', '麻醬麵、豬肝湯清澈、皮蛋加特製辣醬好吃😋小菜份量少。', '不好停車。店家生意非常好，拿號碼牌排隊點餐。五點左右豬肝類的都賣完了。']",407台中市西屯區永福路22巷33號
樹太老日本定食-台中青海家樂福店｜西屯區青海路美食餐廳,https://www.google.com.tw/maps/place/%E6%A8%B9%E5%A4%AA%E8%80%81%E6%97%A5%E6%9C%AC%E5%AE%9A%E9%A3%9F-%E5%8F%B0%E4%B8%AD%E9%9D%92%E6%B5%B7%E5%AE%B6%E6%A8%82%E7%A6%8F%E5%BA%97%EF%BD%9C%E8%A5%BF%E5%B1%AF%E5%8D%80%E9%9D%92%E6%B5%B7%E8%B7%AF%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34693d8a90a3d18f:0x754cfe94d7d66102!8m2!3d24.1704516!4d120.644816?authuser=0&hl=zh-TW&rclk=1,4.3,813,"['餐點炸腰內肉 肉質彈牙 鮮嫩，此外還可以續小菜高麗菜絲 白飯 味噌湯', '自己背誦電話 入座沒麥茶給了水說後面補，但再也沒消息 可以再續的食物也送錯 差評', '豬排醬酸酸的類似牛排醬，和風沙拉醬略酸。']",40745台中市西屯區青海路二段207-18號號 B1
一貫手作壽司,https://www.google.com.tw/maps/place/%E4%B8%80%E8%B2%AB%E6%89%8B%E4%BD%9C%E5%A3%BD%E5%8F%B8/data=!4m5!3m4!1s0x346915e3b4b8e481:0x323e59f8660b159c!8m2!3d24.1913799!4d120.616419?authuser=0&hl=zh-TW&rclk=1,4.5,751,"['中科商圈闔家用餐的好去處，一貫手作壽司有握壽司、烤物、手卷、定食料理等餐點。', '真是太好吃了，老闆娘及老闆 親切幽默，餐點食材新鮮cp值高，值得推薦的店家', '店面環境舒服，裝潢很有質感，價格親民，服務態度也很好👍']",407台中市西屯區福林路471號
席樂法式料理,https://www.google.com.tw/maps/place/%E5%B8%AD%E6%A8%82%E6%B3%95%E5%BC%8F%E6%96%99%E7%90%86/data=!4m5!3m4!1s0x34693dee4f84eab3:0x75a7ab5674319c3c!8m2!3d24.1605083!4d120.6353444?authuser=0&hl=zh-TW&rclk=1,4.7,2863,"['從前餐到甜點，每道菜都感受的到主廚的手藝，很棒的體驗，以後有機會會再訪。', '用餐環境極好，窗邊的景色雅緻。蘑菇湯品具有深度，鴨胸肉主餐溫潤入口，口感極佳', '服務很專業🥰🥰牛排龍蝦很好吃👍👍 介紹餐點很仔細👍👍推👌👌']",407台中市西屯區市政路569號
HUN 貳,https://www.google.com.tw/maps/place/HUN+%E8%B2%B3/data=!4m5!3m4!1s0x3469163cd97217e5:0x372aa8f811db7307!8m2!3d24.1827554!4d120.6461151?authuser=0&hl=zh-TW&rclk=1,4.5,2991,"['店員熱情有活力 服務很棒 義大利麵份量足且口味都好吃 環境漂亮 推薦', '店面精緻美！麵的口感還不錯，料多實在；醬汁重口味，吃到後面略鹹', '明太子炙燒鮭魚燉飯+焗烤 還有酸酸甜甜的韓式炸雞 都令人口齒留香！']",407台中市西屯區文華路217-8號
好好good days,https://www.google.com.tw/maps/place/%E5%A5%BD%E5%A5%BDgood+days/data=!4m5!3m4!1s0x34693df1c06792f3:0x9a6ee75f78312188!8m2!3d24.1639845!4d120.6356634?authuser=0&hl=zh-TW&rclk=1,4.7,3249,"['套餐360元口味，份量不算太多，但主餐配菜都很好吃，菲力豬很嫩口感很棒！', '空間寬敞舒適，有很多植物與藝文展覽，文藝感滿滿，食物樸實料實在，文青必來！', '素食餐的青菜、飲料、甜點好吃😋 但是不喜歡素食天貝的味道，湯太鹹。']","No. 232號, 朝富路西屯區台中市407"
酒餚·旨味,https://www.google.com.tw/maps/place/%E9%85%92%E9%A4%9A%C2%B7%E6%97%A8%E5%91%B3/data=!4m5!3m4!1s0x34691621f0b045e3:0x4dad902992e86b18!8m2!3d24.1763869!4d120.64377?authuser=0&hl=zh-TW&rclk=1,4.5,644,"['價錢便宜但口味及品質真的不優，雞肉炸到乾硬，牛排肉質不佳，現場氣氛倒是還不錯', '週末放鬆的居酒屋~美味CP值高、炙燒鮭魚、涼拌烏龍、山藥豆腐....~驚艷美味', '生意很好 環境也很棒 食物口感更不用說🥰🤤 Cp值滿高的！適合與朋友聊天聚會：）']",407台中市西屯區西屯路二段282-9號
越南美食,https://www.google.com.tw/maps/place/%E8%B6%8A%E5%8D%97%E7%BE%8E%E9%A3%9F/data=!4m5!3m4!1s0x346916209c4fe641:0xeeebf5254c1ee743!8m2!3d24.1707639!4d120.6466017?authuser=0&hl=zh-TW&rclk=1,4.1,873,"['生意好 建議電話先點餐 口味不錯 份量足夠cp值蠻高的 粉腸湯 生菜春捲好吃', '法國麵包的皮口感酥脆，裡面包上牛肉片和生菜及木瓜紅蘿蔔絲等食材，感覺很好吃~', '份量多、好吃、出餐速度也很快 雞肉河粉湯雞肉是雞腿肉 不過環境就是一般小吃店環境']",407台中市西屯區上石路200號
樹丼食堂,https://www.google.com.tw/maps/place/%E6%A8%B9%E4%B8%BC%E9%A3%9F%E5%A0%82/data=!4m5!3m4!1s0x34693d8638dc1257:0xec18c50d77d53e25!8m2!3d24.1641359!4d120.6557808?authuser=0&hl=zh-TW&rclk=1,4.3,669,"['好吃，燒肉丼配溫泉蛋真是絕配，烤雞腿丼份量足，附湯偏清爽，與餐點口味搭配合宜', '丼飯 #日式美食 #台中美食 #台中美食地圖 #西屯區美食', '湯汁和米粒完美融合，肉的鮮甜跟熟度也很棒，其他料理咖哩之類的也不錯。']",407台中市西屯區青海路一段70號
[可麗亞石頭火鍋]台中火鍋推薦/台中美食推薦,https://www.google.com.tw/maps/place/%5B%E5%8F%AF%E9%BA%97%E4%BA%9E%E7%9F%B3%E9%A0%AD%E7%81%AB%E9%8D%8B%5D%E5%8F%B0%E4%B8%AD%E7%81%AB%E9%8D%8B%E6%8E%A8%E8%96%A6%2F%E5%8F%B0%E4%B8%AD%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6/data=!4m5!3m4!1s0x34693d890c08ad4b:0x70aba622df285f93!8m2!3d24.1668892!4d120.6505007?authuser=0&hl=zh-TW&rclk=1,4.1,697,"['醬料湯頭好吃 食材新鮮 肉很嫩 環境乾淨 老闆很親切 白飯飲料冰淇淋無限供應', '價位很高，菜盤菜很少有水傷，蔬菜只有兩三樣，點用松阪豬，肉質很柴，點用石頭鍋不香', '還好，沒特別的地方，肉片切很薄片，菜盤東西不多，裏面沒餃類、芋頭、木耳。']",407台中市西屯區青海路二段58號
小紐約 Little New York Cafe',https://www.google.com.tw/maps/place/%E5%B0%8F%E7%B4%90%E7%B4%84+Little+New+York+Cafe'/data=!4m5!3m4!1s0x346915e4e9e759bd:0xb3001aed71ce0b31!8m2!3d24.1907104!4d120.6120596?authuser=0&hl=zh-TW&rclk=1,4.1,876,"['喜歡後面那區大面窗座位 份量很大有點吃不完 食材豐富，蔬菜水果主食飲料', '價錢偏高,不過蛋捲好吃~ 英式早餐茶(附餐飲品,像是紅茶)可以續杯~', '麻油雞燉飯！紹興酒海鮮麵！松露牛肉燉飯！']",407台中市西屯區西屯路三段166-83號
論石間鍋物-台中中科店,https://www.google.com.tw/maps/place/%E8%AB%96%E7%9F%B3%E9%96%93%E9%8D%8B%E7%89%A9-%E5%8F%B0%E4%B8%AD%E4%B8%AD%E7%A7%91%E5%BA%97/data=!4m5!3m4!1s0x346915e4eaf7f9f9:0x6e8be529f1cf0081!8m2!3d24.1902806!4d120.6129633?authuser=0&hl=zh-TW&rclk=1,4.6,1371,"['CP值相當高的石頭火鍋店 主菜以外的蔬菜跟副食都是吃到飽的 蒜頭蛤蜊雞鍋的湯頭不錯', '石頭鍋炒得蠻香的，推蒜香蝦，蝦子很多隻，菜盤份量也夠，只是吃完會全身都是火鍋味。', '牛奶鍋湯底很棒👍搭配海鮮很可以，蔬食、火鍋料的部份採用自取式，用餐空間很舒適']",40763台中市西屯區西屯路三段166-70號
茶六燒肉堂(朝富店),https://www.google.com.tw/maps/place/%E8%8C%B6%E5%85%AD%E7%87%92%E8%82%89%E5%A0%82(%E6%9C%9D%E5%AF%8C%E5%BA%97)/data=!4m5!3m4!1s0x34693df1c46ae6e1:0xc1644740de8180d!8m2!3d24.1631503!4d120.6352147?authuser=0&hl=zh-TW&rclk=1,4.3,7719,"['三人套餐 牛肉口感超棒 肉品上面還有介紹 飲料蕃茄梅很推 壽星當日整桌九折', '甜品-紫米紅豆芝麻湯圓，小小一碗熱騰騰的甜度剛好😋 雪花冰-很有造型，也很好吃😋', '可桌邊剝蝦烤肉的部分服務，果菜汁跟柚子氣泡水👍和🐂肋條好吃。要現場排隊較快。']",407台中市西屯區朝富路258號256號
銅鑼灣文記港式餐廳/年菜外帶/尾牙包廂/港式燒鵝/片皮烤鴨,https://www.google.com.tw/maps/place/%E9%8A%85%E9%91%BC%E7%81%A3%E6%96%87%E8%A8%98%E6%B8%AF%E5%BC%8F%E9%A4%90%E5%BB%B3%2F%E5%B9%B4%E8%8F%9C%E5%A4%96%E5%B8%B6%2F%E5%B0%BE%E7%89%99%E5%8C%85%E5%BB%82%2F%E6%B8%AF%E5%BC%8F%E7%87%92%E9%B5%9D%2F%E7%89%87%E7%9A%AE%E7%83%A4%E9%B4%A8/data=!4m5!3m4!1s0x34693df5271a2ea3:0xa49ebd7283bf0055!8m2!3d24.16926!4d120.6420239?authuser=0&hl=zh-TW&rclk=1,4.3,2120,"['推薦脆皮烤雞、蘿蔔糕、鹹魚芥蘭、鹹魚雞丁炒飯，服務好，出菜速度快，凍檸茶必點。', '餐點很美味，脆皮雞，金磚燒肉，金沙豆腐，廣東炒麵，皮蛋金菇魚片湯。好吃又不貴！', '舒服的用餐環境，燒臘拼盤份量跟口味都很滿足，鮮蝦腸粉很得我心！']",407台中市西屯區河南路二段510號
台中義大利麵推薦-村口微光-逢甲店,https://www.google.com.tw/maps/place/%E5%8F%B0%E4%B8%AD%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%E6%8E%A8%E8%96%A6-%E6%9D%91%E5%8F%A3%E5%BE%AE%E5%85%89-%E9%80%A2%E7%94%B2%E5%BA%97/data=!4m5!3m4!1s0x346917e4f4ebe071:0x9d7dfb646d706a92!8m2!3d24.1792213!4d120.6442421?authuser=0&hl=zh-TW&rclk=1,4.1,1058,"['含湯品+沙拉+紅茶/奶茶/鮮奶茶擇1 還有好吃的甜點蜂蜜奶酪我超愛🥰', '文青風店家，裝潢擺盤都不錯，但餐點口味偏淡，義大利麵軟爛沒口感，實在不好吃', '花生湯圓培根青醬燉飯店家的特色創意料理，好吃好搭！']",407台中市西屯區逢甲路72巷11號
wow bene 法貝諾義式小館,https://www.google.com.tw/maps/place/wow+bene+%E6%B3%95%E8%B2%9D%E8%AB%BE%E7%BE%A9%E5%BC%8F%E5%B0%8F%E9%A4%A8/data=!4m5!3m4!1s0x140f328c0f35e507:0xfc33b15b38ed935e!8m2!3d24.185111!4d120.6193084?authuser=0&hl=zh-TW&rclk=1,4.4,796,"['餐點好吃，升級套餐的濃湯和麵包都好吃，最喜歡他們的青醬海鮮燉飯和奶油蛤蜊義大利麵', '推薦牛小排、雞排麵。肉質新鮮Q彈，一二樓有座位 洗手間要走到B1', '香蔥紅椒牛肉義大利麵 名稱很台式 不過卻是偏墨式的口味 很特別的創意 好吃']",407台中市西屯區福雅路106號1樓
迴鮭•Return gourmet food•台中推薦餐廳•隱藏版美食•法式料理•西屯推薦美食•新光三越美食•晚餐約會聚餐料理,https://www.google.com.tw/maps/place/%E8%BF%B4%E9%AE%AD%E2%80%A2Return+gourmet+food%E2%80%A2%E5%8F%B0%E4%B8%AD%E6%8E%A8%E8%96%A6%E9%A4%90%E5%BB%B3%E2%80%A2%E9%9A%B1%E8%97%8F%E7%89%88%E7%BE%8E%E9%A3%9F%E2%80%A2%E6%B3%95%E5%BC%8F%E6%96%99%E7%90%86%E2%80%A2%E8%A5%BF%E5%B1%AF%E6%8E%A8%E8%96%A6%E7%BE%8E%E9%A3%9F%E2%80%A2%E6%96%B0%E5%85%89%E4%B8%89%E8%B6%8A%E7%BE%8E%E9%A3%9F%E2%80%A2%E6%99%9A%E9%A4%90%E7%B4%84%E6%9C%83%E8%81%9A%E9%A4%90%E6%96%99%E7%90%86/data=!4m5!3m4!1s0x34693d8b32e433db:0xb0a465e223f4d5df!8m2!3d24.1680529!4d120.6431176?authuser=0&hl=zh-TW&rclk=1,4.6,574,"['早餐有特色，創意，低溫烹調鮭魚非常嫩，旁邊的花跟葉菜都可以吃。', '餐點超美味 不管是醬汁還是食材都能感受到主廚的用心！完全超過五星的水準！', '烤雞肉質軟嫩多汁，搭上生菜烤餅，真的很棒！']",407台中市西屯區杏林路83巷7號
樹太老日本定食-台中大墩十九店｜西屯區大墩路美食餐廳,https://www.google.com.tw/maps/place/%E6%A8%B9%E5%A4%AA%E8%80%81%E6%97%A5%E6%9C%AC%E5%AE%9A%E9%A3%9F-%E5%8F%B0%E4%B8%AD%E5%A4%A7%E5%A2%A9%E5%8D%81%E4%B9%9D%E5%BA%97%EF%BD%9C%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%A4%A7%E5%A2%A9%E8%B7%AF%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34693d8e1fc55551:0x5c93d7028e15dbe4!8m2!3d24.1592934!4d120.6499749?authuser=0&hl=zh-TW&rclk=1,4.5,1019,"['餐點好吃 套餐有飲料及甜點 男性鍾服務生非常親切及熱情 感謝～環境及碗盤很乾淨', '服務好，出餐快，內部裝潢簡約典雅。也有小孩專門座椅及餐具，適合全家大小聚餐。', '服務人員非常有禮，自動加小菜，又不加服務費，真是太開心了，推薦烤雞腿沙拉。']",407台中市西屯區大墩十九街237號
辛德里咖哩 Delhi Bistro Curries Taichung-西屯熱門餐廳|台中聚會餐廳|人氣異國料理|道地美食|印度料理餐廳|異國料理餐廳,https://www.google.com.tw/maps/place/%E8%BE%9B%E5%BE%B7%E9%87%8C%E5%92%96%E5%93%A9+Delhi+Bistro+Curries+Taichung-%E8%A5%BF%E5%B1%AF%E7%86%B1%E9%96%80%E9%A4%90%E5%BB%B3%7C%E5%8F%B0%E4%B8%AD%E8%81%9A%E6%9C%83%E9%A4%90%E5%BB%B3%7C%E4%BA%BA%E6%B0%A3%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86%7C%E9%81%93%E5%9C%B0%E7%BE%8E%E9%A3%9F%7C%E5%8D%B0%E5%BA%A6%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3%7C%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3/data=!4m5!3m4!1s0x34691708968e1a89:0x54accb4b27c84b59!8m2!3d24.1810734!4d120.6458757?authuser=0&hl=zh-TW&rclk=1,4.9,1623,"['口味獨特，香料牛肉咖喱+奶油烤餅味道一級棒👍', '東西好吃、情侶老闆很親切，大推！炎炎夏日，來份蔬菜水果沙拉，真是美味爽口！', '吃的是蒜味羊肉咖哩，肉燉的很嫩，咖哩口味也很棒。老闆人很友善']",407台中市西屯區文華路155巷11號
藝奇新日本料理 台中福雅店,https://www.google.com.tw/maps/place/%E8%97%9D%E5%A5%87%E6%96%B0%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86+%E5%8F%B0%E4%B8%AD%E7%A6%8F%E9%9B%85%E5%BA%97/data=!4m5!3m4!1s0x346915fd740e63a3:0x10c05eac9a3ad9b8!8m2!3d24.1852769!4d120.619?authuser=0&hl=zh-TW&rclk=1,4.4,1932,"['牛肉好吃，羊排很嫩，生魚片新鮮，服務周到，空間寬敞，隔壁有停車場很方便', '鮭魚丼飯是生鮭魚碗邊加哇沙米還可以，飯後配上這杯鳳梨苦瓜汁還滿順口的~', '有布丁奶酪加半顆水果（奇異果）加飲料，還不錯！慶生的生日蛋糕沒味道😛']",407台中市西屯區福雅路95號
元金小六鍋貼,https://www.google.com.tw/maps/place/%E5%85%83%E9%87%91%E5%B0%8F%E5%85%AD%E9%8D%8B%E8%B2%BC/data=!4m5!3m4!1s0x3469162aceefa85f:0xd98c12588ca43b04!8m2!3d24.168369!4d120.6657554?authuser=0&hl=zh-TW&rclk=1,4.2,2558,"['若想都嘗試三道餐點，牛肉麵可以跟友人一起品嚐，店家還會提供小碗讓客人分裝。', '☆不可刷卡 ☆無停車場路邊很多車位但很容易停滿 ☆無服務費 ☆有嬰兒座椅跟餐具唷', '口感酥脆 內餡吃得出來新鮮 酸辣湯讓人驚艷 服務態度很棒 值得推薦']",407台中市西屯區華美西街二段235號
拾飯 日式料理．丼飯．壽司．刺身,https://www.google.com.tw/maps/place/%E6%8B%BE%E9%A3%AF+%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86%EF%BC%8E%E4%B8%BC%E9%A3%AF%EF%BC%8E%E5%A3%BD%E5%8F%B8%EF%BC%8E%E5%88%BA%E8%BA%AB/data=!4m5!3m4!1s0x346916220476949d:0x1d1d16e5cd1232a2!8m2!3d24.177169!4d120.643476?authuser=0&hl=zh-TW&rclk=1,4.6,673,"['好吃的日式美食 店員服務很好 親戚介紹菜單 味增湯免費喝 裡面還有鮭魚片 很大方', '生魚片新鮮度夠，握壽司處理不錯！茶器等餐具都很講究，室內氛圍空間也很棒', '環境乾淨，食材新鮮，單品非常驚艷，是用心的日本料理，唯炸蝦麵衣太厚，其餘皆很棒！']",407台中市西屯區至善路222號
